,vendor
CVE-2015-1000009,google-adsense-and-hotel-booking_project
CVE-2015-1000008,mp3-jplayer_project
CVE-2015-1000007,wptf-image-gallery_project
CVE-2015-1000000,mailcwp_project
CVE-2014-8298,nvidia
CVE-2014-7208,gparted
CVE-2014-5459,php
CVE-2014-5120,php
CVE-2012-2738,nalin_dahyabhai
CVE-2014-3158,samba
CVE-2016-1222,kobe-beauty
CVE-2015-0973,oracle
CVE-2015-0973,libpng
CVE-2015-0973,apple
CVE-2013-4327,ubuntu_developers
CVE-2013-4327,debian
CVE-2013-4327,canonical
CVE-2014-3959,f5
CVE-2013-2032,mediawiki
CVE-2013-2032,fedoraproject
CVE-2013-2032,gentoo
CVE-2014-9495,apple
CVE-2014-9495,libpng
CVE-2014-3683,rsyslog
CVE-2014-3683,sysklogd_project
CVE-2014-3670,php
CVE-2014-3668,php
CVE-2014-3634,sysklogd_project
CVE-2014-3634,rsyslog
CVE-2014-3564,gnu
CVE-2014-3564,canonical
CVE-2014-3564,debian
CVE-2013-7439,x.org
CVE-2013-7439,canonical
CVE-2013-7439,debian
CVE-2013-7393,apache
CVE-2013-4262,apache
CVE-2005-3775,pollvote
CVE-2005-3571,codegrrl
CVE-2005-3543,phorum
CVE-2005-3485,glider
CVE-2005-3047,phpmyfaq
CVE-2005-3046,phpmyfaq
CVE-2005-2983,oracle
CVE-2005-2071,sun
CVE-2005-2033,blue-collar_productions
CVE-2005-1957,adam_mmedici
CVE-2005-1770,alwil
CVE-2005-1754,apache_tomcat
CVE-2005-1754,sun
CVE-2005-1753,sun
CVE-2005-1682,solstice
CVE-2005-0896,accomplishtechnology
CVE-2005-0797,
CVE-2004-2694,microsoft
CVE-2004-1926,tiki
CVE-2004-1367,oracle
CVE-2003-1489,truegalerie
CVE-2003-0795,gnu
CVE-2003-0795,quagga
CVE-2003-0795,sgi
CVE-2003-0738,phpwebsite
CVE-2003-0373,nessus
CVE-2003-0372,nessus
CVE-2003-0310,ez
CVE-2003-0218,monkey-project
CVE-2003-0096,oracle
CVE-2003-0095,oracle
CVE-2002-2404,curtis_specialty_consulting
CVE-2002-2400,hughes_technologies
CVE-2002-2342,joe_depasquale
CVE-2002-2340,phorum
CVE-2002-1203,ibm
CVE-2002-1200,balabit
CVE-2002-1175,fetchmail
CVE-2002-1174,fetchmail
CVE-2002-0813,cisco
CVE-2002-0270,opera_software
CVE-2002-0159,cisco
CVE-2002-0083,immunix
CVE-2002-0083,mandrakesoft
CVE-2002-0083,openbsd
CVE-2002-0083,openpkg
CVE-2002-0083,conectiva
CVE-2002-0083,engardelinux
CVE-2002-0083,redhat
CVE-2002-0083,suse
CVE-2002-0083,trustix
CVE-2001-1205,matrixs_cgi_vault
CVE-1999-1547,oracle
CVE-1999-0606,seaside_enterprises
CVE-1999-0605,austin_contract_computing
CVE-2015-3276,redhat
CVE-2015-3276,openldap
CVE-2014-3647,linux
CVE-2016-3638,sap
CVE-2016-0741,redhat
CVE-2016-0741,fedoraproject
CVE-2012-3520,linux
CVE-2016-7424,debian
CVE-2016-7424,libav
CVE-2013-6015,juniper
CVE-2010-2685,customerparadigm
CVE-2016-8278,huawei
CVE-2016-8277,huawei
CVE-2016-2307,american_auto-matrix
CVE-2015-8875,gnome
CVE-2015-8875,debian
CVE-2016-7572,drupal
CVE-2016-7571,drupal
CVE-2016-7570,drupal
CVE-2016-8276,huawei
CVE-2016-6801,apache
CVE-2016-6801,debian
CVE-2016-8280,huawei
CVE-2016-1371,canonical
CVE-2016-1371,clamav
CVE-2016-5398,redhat
CVE-2016-1372,clamav
CVE-2016-1372,canonical
CVE-2013-4119,freerdp_project
CVE-2016-3698,redhat
CVE-2016-3698,libndp
CVE-2016-3698,debian
CVE-2016-3698,canonical
CVE-2015-0800,mozilla
CVE-2014-2018,mozilla
CVE-2014-1595,mozilla
CVE-2013-6630,google
CVE-2016-0883,pivotal_software
CVE-2016-0897,pivotal_software
CVE-2013-1830,fedoraproject
CVE-2013-1830,moodle
CVE-2014-0059,redhat
CVE-2013-6114,apple
CVE-2016-7176,wireshark
CVE-2016-7176,debian
CVE-2016-7175,wireshark
CVE-2016-0927,pivotal_software
CVE-2005-3154,softwin
CVE-2015-8336,huawei
CVE-2015-8304,huawei
CVE-2012-1038,juniper
CVE-2016-7177,debian
CVE-2016-7177,wireshark
CVE-2016-7180,debian
CVE-2016-7180,wireshark
CVE-2016-7179,debian
CVE-2016-7179,wireshark
CVE-2016-5722,huawei
CVE-2016-7178,wireshark
CVE-2016-7178,debian
CVE-2012-2673,boehm-demers-weiser
CVE-2016-7142,inspire_ircd
CVE-2016-7142,debian
CVE-2016-5408,oracle
CVE-2016-5408,redhat
CVE-2016-6913,alienvault
CVE-2016-4972,openstack
CVE-2016-7162,canonical
CVE-2016-7162,paolo_bacchilega
CVE-2016-6146,sap
CVE-2016-7498,openstack
CVE-2016-5974,ibm
CVE-2016-6840,huawei
CVE-2016-6826,huawei
CVE-2016-6901,huawei
CVE-2016-6518,huawei
CVE-2016-3639,sap
CVE-2016-6276,citrix
CVE-2016-5395,apache
CVE-2012-4077,cisco
CVE-2012-4072,cisco
CVE-2012-4074,cisco
CVE-2016-5247,lenovo
CVE-2016-4564,imagemagick
CVE-2016-4563,imagemagick
CVE-2016-4562,imagemagick
CVE-2016-6322,redhat
CVE-2016-6340,redhat
CVE-2013-5532,cisco
CVE-2013-5533,cisco
CVE-2013-5526,cisco
CVE-2013-1194,cisco
CVE-2012-4141,cisco
CVE-2012-4136,cisco
CVE-2012-4107,cisco
CVE-2012-4095,cisco
CVE-2016-6824,huawei
CVE-2012-4088,cisco
CVE-2012-4106,cisco
CVE-2012-4105,cisco
CVE-2012-4099,cisco
CVE-2012-4097,cisco
CVE-2012-4093,cisco
CVE-2012-4092,cisco
CVE-2016-6158,huawei
CVE-2016-6159,huawei
CVE-2012-4079,cisco
CVE-2013-5530,cisco
CVE-2013-5559,cisco
CVE-2016-4967,fortinet
CVE-2016-4968,fortinet
CVE-2016-4969,fortinet
CVE-2016-4966,fortinet
CVE-2016-4965,fortinet
CVE-2013-7327,canonical
CVE-2013-7327,php
CVE-2000-0368,cisco
CVE-2013-5502,cisco
CVE-2014-5332,linux
CVE-2011-5197,public_knowledge_project
CVE-2011-5196,public_knowledge_project
CVE-2011-5195,public_knowledge_project
CVE-2013-6711,cisco
CVE-2013-6710,cisco
CVE-2013-5486,cisco
CVE-2013-3448,cisco
CVE-2013-3438,cisco
CVE-2013-3437,cisco
CVE-2013-3435,cisco
CVE-2013-6981,cisco
CVE-2013-6976,cisco
CVE-2013-6709,cisco
CVE-2013-6705,cisco
CVE-2013-6704,cisco
CVE-2013-6703,cisco
CVE-2013-6702,cisco
CVE-2013-6701,cisco
CVE-2013-6690,cisco
CVE-2015-8227,huawei
CVE-2014-3802,microsoft
CVE-2014-0739,cisco
CVE-2014-0738,cisco
CVE-2014-0731,cisco
CVE-2013-6974,cisco
CVE-2012-4073,cisco
CVE-2016-6838,huawei
CVE-2013-1944,haxx
CVE-2013-1944,canonical
CVE-2016-6825,huawei
CVE-2016-6900,huawei
CVE-2016-6899,huawei
CVE-2016-6670,huawei_firmware
CVE-2016-6670,huawei
CVE-2014-0720,cisco
CVE-2014-0718,cisco
CVE-2016-1241,tryton
CVE-2014-0719,cisco
CVE-2014-0709,cisco
CVE-2016-6181,huawei
CVE-2016-6180,huawei
CVE-2016-6184,huawei
CVE-2016-6183,huawei
CVE-2016-5422,redhat
CVE-2016-6182,huawei
CVE-2016-6898,huawei
CVE-2016-6839,huawei
CVE-2016-7108,huawei
CVE-2016-7109,huawei
CVE-2016-7110,huawei
CVE-2016-7107,huawei
CVE-2016-6345,redhat
CVE-2014-3295,cisco
CVE-2014-3294,cisco
CVE-2014-3292,cisco
CVE-2014-3291,cisco
CVE-2014-9087,mageia
CVE-2014-9087,debian
CVE-2014-9087,libksba_project
CVE-2014-9087,canonical
CVE-2014-3287,cisco
CVE-2014-3286,cisco
CVE-2014-3285,cisco
CVE-2014-3284,cisco
CVE-2014-3283,cisco
CVE-2014-3282,cisco
CVE-2014-3280,cisco
CVE-2014-2199,cisco
CVE-2014-2196,cisco
CVE-2014-2176,cisco
CVE-2014-2151,cisco
CVE-2014-2121,cisco
CVE-2014-3277,cisco
CVE-2014-3274,cisco
CVE-2014-3276,cisco
CVE-2014-3273,cisco
CVE-2014-3272,cisco
CVE-2014-3271,cisco
CVE-2014-3270,cisco
CVE-2014-3267,cisco
CVE-2014-3265,cisco
CVE-2014-3263,cisco
CVE-2014-3262,cisco
CVE-2014-3188,google
CVE-2014-3188,redhat
CVE-2009-1174,ibm
CVE-2014-0636,emc
CVE-2014-8601,debian
CVE-2014-8601,powerdns
CVE-2014-4630,emc
CVE-2014-9517,d-link
CVE-2014-7286,symantec
CVE-2014-9223,allegrosoft
CVE-2014-4301,ajenti
CVE-2014-4303,drupac
CVE-2014-3290,cisco
CVE-2014-3214,isc
CVE-2014-4304,sqlbuddy
CVE-2012-2313,linux
CVE-2012-2313,novell
CVE-2012-2313,redhat
CVE-2014-3922,trendmicro
CVE-2014-2779,microsoft
CVE-2012-6684,redcloth
CVE-2012-6684,debian
CVE-2014-8923,ibm
CVE-2014-7300,gnome
CVE-2014-7300,redhat
CVE-2014-1829,debian
CVE-2014-1829,python
CVE-2014-1829,canonical
CVE-2014-1829,mageia
CVE-2014-7204,canonical
CVE-2014-7204,debian
CVE-2014-7204,mageia
CVE-2015-5399,phpvibe
CVE-2013-6892,websvn
CVE-2013-6892,debian
CVE-2016-5383,redhat
CVE-2014-9206,schneider-electric
CVE-2014-0189,redhat
CVE-2014-0189,virt-who_project
CVE-2015-0528,emc
CVE-2015-0523,emc
CVE-2014-7145,redhat
CVE-2014-7145,linux
CVE-2014-7145,canonical
CVE-2014-0159,openafs
CVE-2014-0159,debian
CVE-2013-4135,openafs
CVE-2013-4135,debian
CVE-2013-4134,openafs
CVE-2013-4134,debian
CVE-2016-4369,hp
CVE-2016-4367,hp
CVE-2016-4363,hp
CVE-2015-0529,emc
CVE-2014-9472,debian
CVE-2014-9472,fedoraproject
CVE-2014-9472,bestpractical
CVE-2016-6493,citrix
CVE-2015-7558,debian
CVE-2015-7558,gnome
CVE-2014-3994,reviewboard
CVE-2016-2027,hp
CVE-2016-2026,hp
CVE-2014-6410,linux
CVE-2014-3688,linux
CVE-2014-3673,linux
CVE-2014-2324,lighttpd
CVE-2014-2323,lighttpd
CVE-2012-6657,linux
CVE-2012-6657,novell
CVE-2012-2384,linux
CVE-2012-2383,linux
CVE-2012-2375,linux
CVE-2012-2373,linux
CVE-2012-2137,linux
CVE-2012-1583,linux
CVE-2012-1088,iproute2_project
CVE-2012-0058,linux
CVE-2012-0050,openssl
CVE-2011-4619,openssl
CVE-2011-4576,openssl
CVE-2011-4110,linux
CVE-2011-4108,openssl
CVE-2011-4077,linux
CVE-2011-2723,linux
CVE-2011-2518,linux
CVE-2011-2492,linux
CVE-2011-2213,linux
CVE-2011-0923,hp
CVE-2011-0921,hp
CVE-2011-0546,symantec
CVE-2010-3710,php
CVE-2010-3709,php
CVE-2010-2531,php
CVE-2010-2484,php
CVE-2010-2101,php
CVE-2010-2100,php
CVE-2010-2097,php
CVE-2010-1864,php
CVE-2010-1862,php
CVE-2010-1860,php
CVE-2009-0158,apple
CVE-2016-0760,apache
CVE-2016-5817,navis
CVE-2012-5689,isc
CVE-2012-5689,redhat
CVE-2012-5689,canonical
CVE-2016-5021,f5
CVE-2016-3949,siemens
CVE-2015-8229,huawei
CVE-2016-2901,ibm
CVE-2016-2442,google
CVE-2016-2427,bouncycastle
CVE-2016-2427,google
CVE-2014-5370,new_atlanta
CVE-2013-0929,emc
CVE-2012-6086,zabbix
CVE-2011-4914,linux
CVE-2011-4914,novell
CVE-2011-4913,novell
CVE-2011-4913,linux
CVE-2016-2044,fedoraproject
CVE-2016-2044,phpmyadmin
CVE-2012-2149,redhat
CVE-2012-2149,apache
CVE-2012-2149,libwpd
CVE-2009-3569,apache
CVE-2016-5671,crestron
CVE-2016-2441,google
CVE-2016-5640,crestron
CVE-2016-5670,crestron
CVE-2016-6257,amazonbasics
CVE-2016-6257,dell
CVE-2016-6257,logitech
CVE-2016-6257,lenovo
CVE-2016-1278,juniper
CVE-2014-9717,linux
CVE-2016-4999,dashbuilder_project
CVE-2016-4999,redhat
CVE-2014-9410,linux
CVE-2015-0573,linux
CVE-2016-3640,sap
CVE-2016-6162,linux
CVE-2015-3854,google
CVE-2016-3857,google
CVE-2015-8945,openshift
CVE-2016-5392,redhat
CVE-2016-3097,redhat
CVE-2016-3080,redhat
CVE-2015-5220,redhat
CVE-2016-1335,cisco
CVE-2016-1390,cisco
CVE-2015-8837,fuseiso_project
CVE-2015-8837,debian
CVE-2015-8837,fedoraproject
CVE-2015-1900,ibm
CVE-2015-1895,ibm
CVE-2015-1894,ibm
CVE-2015-1893,ibm
CVE-2015-1892,ibm
CVE-2015-1890,ibm
CVE-2015-1886,ibm
CVE-2015-1882,ibm
CVE-2015-1875,palosanto
CVE-2015-1874,cfdbplugin
CVE-2016-6259,xen
CVE-2016-6259,citrix
CVE-2016-6178,huawei
CVE-2016-6192,huawei
CVE-2016-2045,phpmyadmin
CVE-2016-2045,fedoraproject
CVE-2015-1846,unzoo
CVE-2015-1845,unzoo
CVE-2013-7252,kde
CVE-2011-4620,steve_j_baker
CVE-2016-1605,netiq
CVE-2015-2809,synology
CVE-2016-1340,cisco
CVE-2016-1339,cisco
CVE-2015-8708,claws-mail
CVE-2015-8946,canonical
CVE-2015-8946,ecryptfs
CVE-2014-3686,w1.fi
CVE-2014-3686,canonical
CVE-2014-3686,debian
CVE-2015-1843,redhat
CVE-2015-1842,redhat
CVE-2015-1977,ibm
CVE-2016-1451,cisco
CVE-2016-1909,fortinet
CVE-2014-8764,mageia_project
CVE-2014-8764,dokuwiki
CVE-2014-8763,dokuwiki
CVE-2014-8763,mageia_project
CVE-2014-3678,jenkins-ci
CVE-2013-6374,jenkins-ci
CVE-2013-6373,jenkins-ci
CVE-2013-2034,cloudbees
CVE-2016-5850,huawei
CVE-2016-4985,redhat
CVE-2016-4985,canonical
CVE-2016-5109,citrix
CVE-2016-2219,paloaltonetworks
CVE-2016-5092,fortinet
CVE-2014-0974,little_kernel_project
CVE-2014-0973,little_kernel_project
CVE-2016-3795,google
CVE-2016-3771,google
CVE-2016-3807,google
CVE-2016-3812,google
CVE-2016-3809,google
CVE-2016-3805,google
CVE-2016-3810,google
CVE-2016-3813,google
CVE-2016-3811,google
CVE-2016-3799,google
CVE-2016-3798,google
CVE-2016-3804,google
CVE-2016-3800,google
CVE-2016-3802,google
CVE-2016-3801,google
CVE-2016-3803,google
CVE-2016-3818,google
CVE-2016-3816,google
CVE-2016-3808,google
CVE-2016-3806,google
CVE-2016-3792,google
CVE-2016-3772,google
CVE-2016-3770,google
CVE-2016-3796,google
CVE-2016-3767,google
CVE-2016-3766,google
CVE-2016-3765,google
CVE-2016-3764,google
CVE-2016-2457,google
CVE-2016-3775,google
CVE-2016-3773,google
CVE-2016-3768,google
CVE-2016-3774,google
CVE-2016-3769,google
CVE-2016-3763,google
CVE-2016-3762,google
CVE-2016-3761,google
CVE-2016-3760,google
CVE-2016-3758,google
CVE-2016-3759,google
CVE-2016-2508,google
CVE-2016-2507,google
CVE-2016-2505,google
CVE-2014-9803,linux
CVE-2014-9803,google
CVE-2016-2502,google
CVE-2016-3742,google
CVE-2016-2501,google
CVE-2016-3749,google
CVE-2016-2503,google
CVE-2016-3752,google
CVE-2016-2067,google
CVE-2016-2067,linux
CVE-2016-3748,google
CVE-2016-3744,google
CVE-2016-3743,google
CVE-2016-3741,google
CVE-2016-3755,google
CVE-2016-3753,google
CVE-2016-3756,google
CVE-2016-3750,google
CVE-2016-3757,google
CVE-2016-3745,google
CVE-2016-2506,google
CVE-2016-2068,google
CVE-2016-2068,linux
CVE-2014-9798,google
CVE-2015-8893,google
CVE-2016-3754,google
CVE-2016-0350,ibm
CVE-2016-2888,ibm
CVE-2016-0315,ibm
CVE-2016-3956,ibm
CVE-2016-3956,nodejs
CVE-2016-3956,npm
CVE-2016-2961,ibm
CVE-2016-0271,ibm
CVE-2016-0252,ibm
CVE-2016-0375,ibm
CVE-2016-0313,ibm
CVE-2016-5248,lenovo
CVE-2016-1228,ntt_west
CVE-2016-1228,ntt_east
CVE-2016-4507,rexroth
CVE-2016-1443,cisco
CVE-2016-4508,rexroth
CVE-2016-3988,meinberg
CVE-2016-0391,ibm
CVE-2016-2968,ibm
CVE-2016-0386,ibm
CVE-2016-4474,redhat
CVE-2016-0399,ibm
CVE-2016-2867,ibm
CVE-2016-2861,ibm
CVE-2016-0398,ibm
CVE-2016-2872,ibm
CVE-2016-5360,canonical
CVE-2016-5360,haproxy
CVE-2016-5249,lenovo
CVE-2016-0374,ibm
CVE-2016-0364,ibm
CVE-2014-9039,debian
CVE-2014-9039,mageia_project
CVE-2014-9039,wordpress
CVE-2014-9037,mageia_project
CVE-2014-9037,wordpress
CVE-2014-9037,debian
CVE-2014-8112,fedoraproject
CVE-2014-8105,fedoraproject
CVE-2014-3424,mageia_project
CVE-2014-3424,gnu
CVE-2014-3423,mageia_project
CVE-2014-3423,gnu
CVE-2014-3422,gnu
CVE-2014-3422,mageia_project
CVE-2014-3421,mageia_project
CVE-2014-3421,gnu
CVE-2014-2925,t-mobile
CVE-2014-2925,asus
CVE-2014-2719,asus
CVE-2014-2719,t-mobile
CVE-2013-5948,t-mobile
CVE-2013-5948,asus
CVE-2016-0260,ibm
CVE-2016-0322,ibm
CVE-2016-0267,ibm
CVE-2016-0298,ibm
CVE-2014-4872,bmc
CVE-2014-4874,bmc
CVE-2015-0257,redhat
CVE-2015-0844,wesnoth
CVE-2015-0844,fedoraproject
CVE-2016-5087,alertus
CVE-2016-4513,schneider-electric
CVE-2016-0229,ibm
CVE-2016-0224,ibm
CVE-2016-0233,ibm
CVE-2016-4824,corega
CVE-2016-4825,welcart
CVE-2016-4826,welcart
CVE-2016-4822,corega
CVE-2016-5435,huawei
CVE-2016-4827,welcart
CVE-2015-2686,linux
CVE-2016-5723,huawei
CVE-2016-1193,cybozu
CVE-2016-4828,welcart
CVE-2016-1190,cybozu
CVE-2016-4440,linux
CVE-2016-3713,linux
CVE-2016-4528,advantech
CVE-2015-4703,rename_project
CVE-2015-4467,libmspack_project
CVE-2015-4396,keyword_research_project
CVE-2014-9714,facebook
CVE-2015-5240,openstack
CVE-2014-9718,debian
CVE-2014-9718,qemu
CVE-2015-2149,mybb
CVE-2016-1209,ninjaforms
CVE-2016-4530,oslsoft
CVE-2014-9712,websense
CVE-2014-8242,librsync_project
CVE-2016-1183,nttdata
CVE-2014-6060,dhcpcd_project
CVE-2014-6060,google
CVE-2016-1862,apple
CVE-2016-1860,apple
CVE-2016-4518,osisoft
CVE-2015-8289,netgear
CVE-2016-4814,gsi
CVE-2016-4811,ntt-bp
CVE-2016-2363,fonality
CVE-2016-4514,moxa
CVE-2016-1197,cybozu
CVE-2016-1196,cybozu
CVE-2016-1192,cybozu
CVE-2016-1191,cybozu
CVE-2015-7776,cybozu
CVE-2015-7775,cybozu
CVE-2016-4820,iodata
CVE-2016-4813,netcommons
CVE-2016-4816,buffalo
CVE-2016-4815,buffalo
CVE-2016-1224,trend_micro
CVE-2016-1223,trend_micro
CVE-2016-1424,cisco
CVE-2016-1431,cisco
CVE-2016-1432,cisco
CVE-2016-4158,microsoft
CVE-2016-4158,adobe
CVE-2016-5433,citrix
CVE-2016-3670,liferay
CVE-2016-5302,citrix
CVE-2016-4167,adobe
CVE-2016-4165,adobe
CVE-2016-4164,adobe
CVE-2016-4157,adobe
CVE-2016-4511,abb
CVE-2014-5704,dish
CVE-2013-4545,haxx
CVE-2011-1944,xmlsoft
CVE-2016-2492,google
CVE-2016-4527,abb
CVE-2016-4524,abb
CVE-2016-4021,fedoraproject
CVE-2016-4021,pgpdump_project
CVE-2016-1418,cisco
CVE-2016-4516,abb
CVE-2015-5318,jenkins
CVE-2015-5318,redhat
CVE-2015-5317,jenkins
CVE-2015-5317,redhat
CVE-2015-1814,jenkins
CVE-2015-1814,redhat
CVE-2015-1812,jenkins
CVE-2015-1812,redhat
CVE-2015-1808,jenkins
CVE-2015-1808,redhat
CVE-2016-2500,google
CVE-2015-1807,jenkins
CVE-2015-1807,redhat
CVE-2016-1231,fedoraproject
CVE-2016-1231,prosody
CVE-2016-1231,debian
CVE-2015-1806,jenkins
CVE-2015-1806,redhat
CVE-2015-7528,kubernetes
CVE-2015-7528,redhat
CVE-2007-4629,university_of_minnesota
CVE-2015-1813,jenkins
CVE-2015-1813,redhat
CVE-2015-1810,jenkins
CVE-2015-1810,redhat
CVE-2014-3680,jenkins
CVE-2014-3680,redhat
CVE-2014-3667,redhat
CVE-2014-3667,jenkins
CVE-2014-3666,redhat
CVE-2014-3666,jenkins
CVE-2014-3665,jenkins
CVE-2014-3663,jenkins
CVE-2014-3663,redhat
CVE-2015-4420,opsview
CVE-2016-1905,kubernetes
CVE-2011-5165,cleanersoft
CVE-2014-3662,jenkins
CVE-2014-3662,redhat
CVE-2016-5365,huawei
CVE-2016-5366,huawei
CVE-2016-5367,huawei
CVE-2016-2785,puppetlabs
CVE-2016-2061,linux
CVE-2016-2493,google
CVE-2016-2490,google
CVE-2016-2488,google
CVE-2016-2489,google
CVE-2016-2496,google
CVE-2016-2463,google
CVE-2016-2495,google
CVE-2016-2498,google
CVE-2016-2499,google
CVE-2016-2174,apache
CVE-2016-4355,libksba_project
CVE-2016-4355,canonical
CVE-2016-4354,canonical
CVE-2016-4354,libksba_project
CVE-2016-4353,libksba_project
CVE-2016-4353,canonical
CVE-2016-4356,libksba_project
CVE-2016-4356,canonical
CVE-2016-4495,kmc_controls
CVE-2016-2464,google
CVE-2016-2475,google
CVE-2015-5320,redhat
CVE-2015-5320,jenkins
CVE-2015-5321,redhat
CVE-2015-5321,jenkins
CVE-2015-5322,redhat
CVE-2015-5322,jenkins
CVE-2015-5323,redhat
CVE-2015-5323,jenkins
CVE-2015-5324,jenkins
CVE-2015-5324,redhat
CVE-2015-5325,redhat
CVE-2015-5325,jenkins
CVE-2015-5326,jenkins
CVE-2015-5326,redhat
CVE-2015-7536,jenkins
CVE-2015-7537,redhat
CVE-2015-7537,jenkins
CVE-2015-7539,jenkins
CVE-2015-7539,redhat
CVE-2014-3661,redhat
CVE-2014-3661,jenkins
CVE-2014-2068,jenkins
CVE-2014-2066,jenkins
CVE-2014-2065,jenkins
CVE-2014-2064,jenkins
CVE-2014-2062,jenkins
CVE-2014-2061,jenkins
CVE-2014-2058,jenkins
CVE-2013-7330,jenkins
CVE-2013-0331,jenkins
CVE-2016-2484,google
CVE-2016-2481,google
CVE-2016-2482,google
CVE-2016-2486,google
CVE-2016-2479,google
CVE-2016-2485,google
CVE-2016-2483,google
CVE-2016-2476,google
CVE-2016-2478,google
CVE-2016-2487,google
CVE-2016-2480,google
CVE-2013-0328,jenkins
CVE-2013-0327,jenkins
CVE-2011-4344,jenkins
CVE-2016-2477,google
CVE-2016-4494,kmc_controls
CVE-2016-1421,cisco
CVE-2015-8268,idera
CVE-2016-4368,hp
CVE-2016-1582,canonical
CVE-2016-1581,canonical
CVE-2015-8800,symantec
CVE-2015-4470,libmspack_project
CVE-2015-4362,tracking_code_project
CVE-2015-4391,civicrm
CVE-2015-4390,user_import_project
CVE-2015-4379,webform_multiple_file_upload_project
CVE-2015-4355,watchdog_aggregator_project
CVE-2015-4351,web-dorado
CVE-2015-4350,web-dorado
CVE-2015-4383,decisions_project
CVE-2015-4345,restful_web_services_project
CVE-2015-4393,services_project
CVE-2015-4352,web-dorado
CVE-2015-4469,libmspack_project
CVE-2015-4395,hybridauth_social_login_project
CVE-2015-4344,services_basic_authentication_project
CVE-2015-4389,open_graph_importer_project
CVE-2015-4471,libmspack_project
CVE-2015-4468,libmspack_project
CVE-2015-4394,services_project
CVE-2015-4353,osscube
CVE-2015-7827,fedoraproject
CVE-2015-7827,botan_project
CVE-2015-7827,debian
CVE-2015-4426,pimcore
CVE-2016-4545,f5
CVE-2016-3708,redhat
CVE-2016-3703,redhat
CVE-2016-2142,redhat
CVE-2016-2149,redhat
CVE-2016-3738,redhat
CVE-2016-2160,redhat
CVE-2016-3711,redhat
CVE-2013-2099,python
CVE-2013-2099,canonical
CVE-2014-9747,freetype
CVE-2014-9747,debian
CVE-2016-4502,envirosys
CVE-2016-4501,envirosys
CVE-2016-4506,resourcedm
CVE-2016-4505,resourcedm
CVE-2016-1403,cisco
CVE-2016-1211,epoch
CVE-2016-3944,lenovo
CVE-2016-1212,futomi
CVE-2016-4812,markdown_on_saved_improved_project
CVE-2016-1229,humhub
CVE-2016-1230,ntt
CVE-2016-1902,debian
CVE-2016-1902,sensiolabs
CVE-2016-4423,sensiolabs
CVE-2016-4423,debian
CVE-2016-0879,moxa
CVE-2014-2299,wireshark
CVE-2012-6636,google
CVE-2014-9023,twilio_project
CVE-2014-1471,otrs
CVE-2016-4500,moxa
CVE-2016-4521,sixnet
CVE-2015-7876,drupal_7_driver_for_sql_server_and_sql_azure_project
CVE-2015-8672,huawei
CVE-2016-0876,moxa
CVE-2016-0877,moxa
CVE-2016-0875,moxa
CVE-2016-1413,cisco
CVE-2016-0878,moxa
CVE-2016-1379,cisco
CVE-2016-2354,lemurmonitors
CVE-2016-2331,systech
CVE-2009-1046,linux
CVE-2011-3129,wordpress
CVE-2016-3681,huawei
CVE-2005-3065,multitheftauto
CVE-2016-3680,huawei
CVE-2016-4790,pulsesecure
CVE-2016-4789,pulsesecure
CVE-2016-4575,huawei
CVE-2015-1322,canonical
CVE-2015-1322,ubuntu
CVE-2016-1887,freebsd
CVE-2013-5755,yealink
CVE-2015-8577,mcafee
CVE-2015-0116,ibm
CVE-2014-1939,google
CVE-2014-1939,lenovo
CVE-2005-1795,clam_anti-virus
CVE-2016-4783,lenovo
CVE-2016-4782,lenovo
CVE-2001-0780,cosmicperl
CVE-2016-2855,huawei
CVE-2016-3664,trend_micro
CVE-2016-4087,huawei
CVE-2014-1610,mediawiki
CVE-2016-4568,linux
CVE-2016-4344,php
CVE-2016-4345,php
CVE-2015-7557,gnome
CVE-2016-2536,sap
CVE-2016-2536,google
CVE-2001-0775,xli
CVE-2001-0775,xloadimage
CVE-2016-4425,jansson_project
CVE-2016-2860,openafs
CVE-2016-2860,debian
CVE-2016-1580,canonical
CVE-2016-3969,mcafee
CVE-2016-0341,ibm
CVE-2016-0323,ibm
CVE-2016-1208,apple
CVE-2016-1208,filemaker
CVE-2016-4536,openafs
CVE-2015-1498,persistent_systems
CVE-2013-1656,spreecommerce
CVE-2016-0707,apache
CVE-2016-3943,pandasecurity
CVE-2015-8106,latex2rtf_project
CVE-2015-8106,fedoraproject
CVE-2016-1206,iodata
CVE-2016-3628,tibco
CVE-2016-3950,huawei
CVE-2016-0731,apache
CVE-2016-3984,mcafee
CVE-2015-7378,pandasecurity
CVE-2013-4473,freedesktop
CVE-2013-4473,canonical
CVE-2014-4506,louis_jimenez
CVE-2013-4580,gitlab
CVE-2016-1207,iodata
CVE-2016-2456,google
CVE-2016-2196,botan_project
CVE-2015-5726,botan_project
CVE-2015-5726,debian
CVE-2014-9742,botan_project
CVE-2016-1236,websvn
CVE-2016-1236,debian
CVE-2016-0390,ibm
CVE-2016-4561,ikiwiki
CVE-2016-4561,debian
CVE-2016-2060,google
CVE-2016-4350,solarwinds
CVE-2015-5727,botan_project
CVE-2015-5727,debian
CVE-2009-0127,heikki_toivonen
CVE-2016-2461,google
CVE-2016-2462,google
CVE-2016-2439,google
CVE-2016-2458,google
CVE-2016-2449,google
CVE-2016-2448,google
CVE-2016-2452,google
CVE-2016-2440,google
